T=3216: Bee #5 completed Hive #1207 with ['F', 1207, 399, 1] --> 98 Points
T=3243: Bee #22 completed Hive #31 with ['F', 31, 86, 1] --> 98 Points
T=3261: Bee #11 completed Hive #707 with ['F', 707, 125, 1] --> 98 Points
T=3295: Bee #12 completed Hive #1100 with ['F', 1100, 236, 1] --> 98 Points
T=3302: Bee #24 completed Hive #1151 with ['F', 1151, 286, 1] --> 98 Points
T=3311: Bee #14 completed Hive #115 with ['F', 115, 297, 1] --> 98 Points
T=3354: Bee #12 completed Hive #1077 with ['F', 1077, 19, 1] --> 98 Points
T=3361: Bee #11 completed Hive #625 with ['F', 625, 355, 1] --> 98 Points
T=3390: Bee #3 completed Hive #1206 with ['F', 1206, 113, 1] --> 97 Points
T=3404: Bee #23 completed Hive #209 with ['F', 209, 35, 1] --> 97 Points
T=3482: Bee #15 completed Hive #865 with ['F', 865, 273, 1] --> 97 Points
T=3487: Bee #0 completed Hive #371 with ['F', 371, 323, 1] --> 97 Points
T=3519: Bee #18 completed Hive #748 with ['F', 748, 399, 1] --> 97 Points
T=3521: Bee #17 completed Hive #982 with ['F', 982, 128, 1] --> 97 Points
T=3528: Bee #13 completed Hive #845 with ['F', 845, 45, 1] --> 97 Points
T=3529: Bee #12 completed Hive #1183 with ['F', 1183, 26, 1] --> 97 Points
T=3543: Bee #4 completed Hive #742 with ['F', 742, 392, 1] --> 97 Points
T=3564: Bee #22 completed Hive #26 with ['F', 26, 21, 1] --> 97 Points
T=3569: Bee #23 completed Hive #206 with ['F', 206, 155, 1] --> 97 Points
T=3581: Bee #2 completed Hive #1071 with ['F', 1071, 51, 1] --> 97 Points
T=3625: Bee #23 completed Hive #48 with ['F', 48, 127, 1] --> 97 Points
T=3652: Bee #5 completed Hive #564 with ['F', 564, 369, 1] --> 97 Points
T=3656: Bee #4 completed Hive #666 with ['F', 666, 68, 1] --> 97 Points
T=3704: Bee #24 completed Hive #90 with ['F', 90, 156, 1] --> 97 Points
T=3735: Bee #15 completed Hive #885 with ['F', 885, 352, 1] --> 97 Points
T=3738: Bee #3 completed Hive #822 with ['F', 822, 160, 1] --> 97 Points
T=3745: Bee #10 completed Hive #1063 with ['F', 1063, 312, 1] --> 97 Points
T=3748: Bee #4 completed Hive #570 with ['F', 570, 97, 1] --> 97 Points
T=3764: Bee #16 completed Hive #616 with ['F', 616, 267, 1] --> 97 Points
T=3773: Bee #24 completed Hive #86 with ['F', 86, 46, 1] --> 97 Points
T=3773: Bee #12 completed Hive #1115 with ['F', 1115, 58, 1] --> 97 Points
T=3776: Bee #15 completed Hive #964 with ['F', 964, 107, 1] --> 97 Points
T=3806: Bee #23 completed Hive #51 with ['F', 51, 34, 1] --> 97 Points
T=3808: Bee #18 completed Hive #479 with ['F', 479, 355, 1] --> 97 Points
T=3819: Bee #13 completed Hive #126 with ['F', 126, 235, 1] --> 97 Points
T=3825: Bee #13 completed Hive #87 with ['F', 87, 160, 1] --> 97 Points
T=3827: Bee #18 completed Hive #459 with ['F', 459, 125, 1] --> 97 Points
T=3871: Bee #16 completed Hive #619 with ['F', 619, 312, 1] --> 97 Points
T=3887: Bee #5 completed Hive #672 with ['F', 672, 160, 1] --> 97 Points
